episode,reward,steps,success,loss,epsilon,fire_count,reason
457,-50.30,4,0,1.568579,0.4006,1,hit_fire
458,-1845.10,469,0,1.990714,0.3997,61,hit_fire
459,-1023.20,300,0,2.041324,0.3989,46,max_steps_exceeded
460,68.30,44,1,1.835387,0.3982,4,reached_exit
461,-990.00,300,0,2.032334,0.3974,28,max_steps_exceeded
462,122.00,14,1,1.775741,0.3966,1,reached_exit
463,144.40,8,1,1.681999,0.3958,2,reached_exit
464,107.90,26,1,1.935180,0.3950,3,reached_exit
465,114.50,38,1,2.286257,0.3942,2,reached_exit
466,-457.70,128,0,2.063933,0.3934,8,hit_fire
467,-1139.70,370,0,2.027464,0.3926,62,hit_fire
468,-1164.30,335,0,2.037211,0.3918,55,hit_fire
469,-52.10,3,0,2.346061,0.3910,1,hit_fire
470,-1084.30,300,0,1.958655,0.3903,25,max_steps_exceeded
471,-2223.10,500,0,1.985982,0.3895,91,max_steps_exceeded
472,-1885.80,500,0,1.986873,0.3887,83,max_steps_exceeded
473,-287.80,82,0,2.070230,0.3879,6,hit_fire
474,-574.50,146,0,1.924147,0.3871,17,hit_fire
475,-940.60,300,0,2.092777,0.3864,12,max_steps_exceeded
476,139.50,8,1,2.010959,0.3856,1,reached_exit
477,139.30,10,1,1.991158,0.3848,2,reached_exit
478,-50.10,2,0,1.602282,0.3841,1,hit_fire
479,94.50,28,1,1.723482,0.3833,2,reached_exit
480,135.30,20,1,1.966913,0.3825,2,reached_exit
481,-114.50,101,1,2.106201,0.3818,7,reached_exit
482,105.60,27,1,2.225815,0.3810,1,reached_exit
483,-2068.30,500,0,2.162374,0.3802,37,max_steps_exceeded
484,126.10,23,1,1.926643,0.3795,1,reached_exit
485,-942.40,300,0,2.013454,0.3787,32,max_steps_exceeded
486,102.80,32,1,1.958779,0.3780,3,reached_exit
487,31.30,49,1,2.094492,0.3772,5,reached_exit
488,92.20,19,1,2.058078,0.3764,2,reached_exit
489,-420.80,101,0,2.038464,0.3757,16,hit_fire
490,-1049.80,300,0,1.933075,0.3749,38,max_steps_exceeded
491,-42.20,65,1,2.105867,0.3742,10,reached_exit
492,-1063.90,300,0,2.115526,0.3734,33,max_steps_exceeded
493,-1744.90,500,0,2.087511,0.3727,107,max_steps_exceeded
494,125.90,24,1,2.003620,0.3720,1,reached_exit
495,-340.10,93,0,2.041179,0.3712,7,hit_fire
496,129.10,14,1,2.495612,0.3705,1,reached_exit
497,130.40,12,1,2.032150,0.3697,2,reached_exit
498,-1837.80,500,0,1.988959,0.3690,93,max_steps_exceeded
499,36.90,41,1,2.144776,0.3682,3,reached_exit
500,-226.50,125,1,2.075684,0.3675,6,reached_exit
501,-7.60,64,1,1.933109,0.3668,2,reached_exit
502,-503.20,323,1,2.138889,0.3660,44,reached_exit
503,-1333.10,500,0,2.136867,0.3653,60,max_steps_exceeded
504,-1388.10,500,0,2.045175,0.3646,102,max_steps_exceeded
505,-68.30,8,0,1.655521,0.3639,1,hit_fire
506,136.30,10,1,2.197786,0.3631,1,reached_exit
507,23.10,58,1,1.954310,0.3624,5,reached_exit
508,148.50,6,1,2.129668,0.3617,1,reached_exit
509,-183.60,137,1,2.047476,0.3609,3,reached_exit
510,149.90,2,1,1.420803,0.3602,1,reached_exit
511,-202.50,124,1,2.099597,0.3595,6,reached_exit
512,-50.00,1,0,1.716710,0.3588,1,hit_fire
513,-850.30,245,0,2.073770,0.3581,21,hit_fire
514,148.20,9,1,2.520867,0.3574,1,reached_exit
515,92.30,32,1,2.094523,0.3566,3,reached_exit
516,149.90,2,1,1.797881,0.3559,1,reached_exit
517,-1427.50,500,0,2.133372,0.3552,97,max_steps_exceeded
518,140.70,15,1,1.909815,0.3545,1,reached_exit
519,144.50,7,1,2.029188,0.3538,2,reached_exit
520,-743.70,364,1,2.012220,0.3531,59,reached_exit
521,-1184.90,300,0,2.099764,0.3524,30,max_steps_exceeded
522,149.20,9,1,1.690588,0.3517,1,reached_exit
523,-169.10,145,1,1.987552,0.3510,8,reached_exit
524,40.70,51,1,1.986037,0.3503,3,reached_exit
525,68.20,39,1,2.232270,0.3496,3,reached_exit
526,149.90,2,1,1.635361,0.3489,1,reached_exit
527,-1960.90,500,0,2.081534,0.3482,83,max_steps_exceeded
528,148.70,4,1,1.882235,0.3475,1,reached_exit
529,-1906.70,500,0,2.135710,0.3468,81,max_steps_exceeded
530,-55.00,2,0,1.704985,0.3461,1,hit_fire
531,-194.50,191,1,2.243899,0.3454,32,reached_exit
532,149.40,7,1,2.825599,0.3447,1,reached_exit
533,-50.30,4,0,2.052829,0.3440,1,hit_fire
534,-890.70,245,0,2.165437,0.3433,28,hit_fire
535,-200.60,144,1,2.277466,0.3426,6,reached_exit
536,-1712.00,500,0,2.181711,0.3420,142,max_steps_exceeded
537,-351.40,178,1,2.143138,0.3413,16,reached_exit
538,149.10,10,1,2.088266,0.3406,1,reached_exit
539,-943.90,300,0,2.075234,0.3399,40,max_steps_exceeded
540,-766.00,275,1,2.056262,0.3392,62,reached_exit
541,-1664.90,500,0,2.150797,0.3386,54,max_steps_exceeded
542,-888.40,445,1,2.207005,0.3379,90,reached_exit
543,-110.90,117,1,2.204456,0.3372,6,reached_exit
544,-1434.50,500,0,2.194308,0.3365,104,max_steps_exceeded
545,-100.00,25,0,2.005279,0.3358,1,hit_fire
546,-1047.20,300,0,2.176208,0.3352,31,max_steps_exceeded
547,-1713.10,500,0,2.142209,0.3345,54,max_steps_exceeded
548,120.00,13,1,2.181863,0.3338,2,reached_exit
549,-1750.70,500,0,2.113535,0.3332,69,max_steps_exceeded
550,128.10,14,1,2.368831,0.3325,1,reached_exit
551,-1326.40,500,0,2.238144,0.3318,92,max_steps_exceeded
552,-1904.50,500,0,2.190696,0.3312,37,max_steps_exceeded
553,149.50,6,1,2.023367,0.3305,1,reached_exit
554,12.10,44,1,2.181545,0.3299,2,reached_exit
555,-1655.30,500,0,2.232330,0.3292,106,max_steps_exceeded
556,-610.20,200,0,2.094696,0.3285,10,max_steps_exceeded
557,-75.10,15,0,2.273298,0.3279,2,hit_fire
558,96.20,28,1,2.271075,0.3272,1,reached_exit
559,-60.30,7,0,2.820618,0.3266,1,hit_fire
560,-767.00,217,0,2.227012,0.3259,18,hit_fire
561,144.60,6,1,2.427492,0.3253,1,reached_exit
562,-94.50,24,0,2.494802,0.3246,3,hit_fire
563,139.00,12,1,2.516806,0.3240,3,reached_exit
564,-1399.00,500,0,2.218002,0.3233,106,max_steps_exceeded
565,-1838.60,500,0,2.232260,0.3227,93,max_steps_exceeded
566,-427.40,185,1,2.189535,0.3220,22,reached_exit
567,-1629.40,500,0,2.187123,0.3214,67,max_steps_exceeded
568,-1743.70,500,0,2.182061,0.3207,39,max_steps_exceeded
569,-1461.60,500,0,2.150141,0.3201,87,max_steps_exceeded
570,-65.90,13,0,2.503975,0.3195,6,hit_fire
571,-1676.60,500,0,2.190415,0.3188,48,max_steps_exceeded
572,69.10,39,1,2.142539,0.3182,4,reached_exit
573,-597.10,200,0,2.139257,0.3175,9,max_steps_exceeded
574,-2123.20,500,0,2.219786,0.3169,59,max_steps_exceeded
575,-515.00,209,1,2.062572,0.3163,19,reached_exit
576,149.70,4,1,2.022855,0.3156,1,reached_exit
577,-212.90,203,1,2.160981,0.3150,30,reached_exit
578,-1477.80,500,0,2.111611,0.3144,82,max_steps_exceeded
579,124.60,29,1,2.185622,0.3137,1,reached_exit
580,-1541.10,500,0,2.082359,0.3131,47,max_steps_exceeded
581,-205.00,142,1,2.321024,0.3125,12,reached_exit
582,-995.60,436,1,2.202325,0.3119,56,reached_exit
583,-1519.90,500,0,2.195859,0.3112,93,max_steps_exceeded
584,121.30,23,1,2.041394,0.3106,1,reached_exit
585,114.90,9,1,2.116460,0.3100,2,reached_exit
586,-274.20,201,1,2.296437,0.3094,21,reached_exit
587,99.00,37,1,2.259659,0.3088,2,reached_exit
588,87.00,25,1,2.126760,0.3081,1,reached_exit
589,139.10,12,1,2.019855,0.3075,1,reached_exit
590,-1542.40,500,0,2.151692,0.3069,88,max_steps_exceeded
591,110.40,19,1,1.979591,0.3063,1,reached_exit
592,-506.50,139,0,2.219195,0.3057,12,hit_fire
593,148.60,15,1,2.509551,0.3051,1,reached_exit
594,-51.50,6,0,2.623272,0.3045,1,hit_fire
595,-339.80,163,1,2.253283,0.3039,9,reached_exit
596,-936.40,300,0,2.241291,0.3033,27,max_steps_exceeded
597,-1228.00,500,0,2.237320,0.3026,86,max_steps_exceeded
598,144.70,5,1,2.391871,0.3020,2,reached_exit
599,65.60,47,1,2.211562,0.3014,1,reached_exit
600,74.80,35,1,2.106084,0.3008,3,reached_exit
601,137.90,13,1,1.945017,0.3002,2,reached_exit
602,21.80,80,1,2.373424,0.2996,2,reached_exit
603,52.50,57,1,2.240890,0.2990,9,reached_exit
604,134.40,10,1,2.538332,0.2984,1,reached_exit
605,-185.20,105,1,2.284149,0.2978,9,reached_exit
606,-316.90,89,0,2.248001,0.2972,7,hit_fire
607,-1936.70,500,0,2.268883,0.2966,68,max_steps_exceeded
608,136.90,14,1,2.557987,0.2961,3,reached_exit
609,-1679.90,500,0,2.225685,0.2955,28,max_steps_exceeded
610,131.00,21,1,2.157147,0.2949,3,reached_exit
611,-1624.10,500,0,2.411382,0.2943,64,max_steps_exceeded
612,149.70,4,1,2.834277,0.2937,1,reached_exit
613,-1721.30,500,0,2.420969,0.2931,50,max_steps_exceeded
614,146.40,17,1,2.337306,0.2925,2,reached_exit
615,-1732.90,500,0,2.384339,0.2919,78,max_steps_exceeded
616,-1610.70,500,0,2.348675,0.2913,72,max_steps_exceeded
617,144.80,4,1,1.993271,0.2908,1,reached_exit
618,-1267.30,500,0,2.341028,0.2902,84,max_steps_exceeded
619,149.90,2,1,1.880584,0.2896,1,reached_exit
620,-215.60,47,0,2.245360,0.2890,2,hit_fire
621,147.90,12,1,2.065781,0.2884,2,reached_exit
622,-119.20,30,0,2.251492,0.2879,2,hit_fire
623,-66.80,13,0,2.505063,0.2873,1,hit_fire
624,-206.50,115,1,2.321027,0.2867,4,reached_exit
625,148.30,8,1,1.820777,0.2861,1,reached_exit
626,124.90,16,1,2.183411,0.2856,3,reached_exit
627,-539.10,307,1,2.301728,0.2850,29,reached_exit
628,146.70,14,1,2.281920,0.2844,1,reached_exit
629,138.90,13,1,2.587756,0.2839,3,reached_exit
630,125.80,15,1,2.162190,0.2833,1,reached_exit
631,-476.30,110,0,2.276905,0.2827,8,hit_fire
632,-137.50,33,0,2.385048,0.2822,5,hit_fire
633,-381.80,258,1,2.267856,0.2816,29,reached_exit
634,102.60,37,1,2.362380,0.2810,1,reached_exit
635,-1523.20,500,0,2.283766,0.2805,66,max_steps_exceeded
636,-1360.60,499,1,2.258144,0.2799,120,reached_exit
637,-1701.80,500,0,2.222517,0.2794,64,max_steps_exceeded
638,144.60,6,1,2.306017,0.2788,1,reached_exit
639,132.50,8,1,2.654231,0.2782,1,reached_exit
640,-50.00,1,0,2.394322,0.2777,1,hit_fire
641,-924.50,410,1,2.272233,0.2771,74,reached_exit
642,118.90,54,1,2.382367,0.2766,4,reached_exit
643,-1487.40,500,0,2.292646,0.2760,53,max_steps_exceeded
644,129.40,11,1,2.197103,0.2755,3,reached_exit
645,-1514.50,500,0,2.219114,0.2749,116,max_steps_exceeded
646,-157.20,95,1,2.314194,0.2744,4,reached_exit
647,149.90,2,1,2.298030,0.2738,1,reached_exit
648,149.70,4,1,1.918842,0.2733,1,reached_exit
649,101.20,33,1,2.288806,0.2727,3,reached_exit
650,149.60,5,1,1.981092,0.2722,1,reached_exit
651,-202.70,64,0,2.305408,0.2716,6,hit_fire
652,150.00,1,1,1.480862,0.2711,1,reached_exit
653,119.00,17,1,2.467392,0.2705,1,reached_exit
654,-634.60,255,1,2.392153,0.2700,30,reached_exit
655,-940.80,300,0,2.449044,0.2695,38,max_steps_exceeded
656,149.80,3,1,2.230074,0.2689,1,reached_exit
657,116.60,11,1,2.852214,0.2684,3,reached_exit
658,-401.90,124,0,2.256679,0.2679,11,hit_fire
659,-205.50,129,1,2.372528,0.2673,11,reached_exit
660,-687.70,182,0,2.358497,0.2668,24,hit_fire
661,150.00,1,1,3.459136,0.2662,1,reached_exit
662,-401.50,132,0,2.423580,0.2657,7,hit_fire
663,-634.30,200,0,2.315009,0.2652,14,max_steps_exceeded
664,149.80,3,1,2.161523,0.2647,1,reached_exit
665,137.20,11,1,2.170672,0.2641,1,reached_exit
666,-739.30,253,1,2.402311,0.2636,44,reached_exit
667,-70.40,19,0,2.346284,0.2631,1,hit_fire
668,147.90,12,1,2.789881,0.2625,1,reached_exit
669,139.10,12,1,2.522661,0.2620,1,reached_exit
670,-1491.80,500,0,2.403280,0.2615,40,max_steps_exceeded
671,141.20,20,1,2.406285,0.2610,1,reached_exit
672,-50.10,2,0,2.764078,0.2604,1,hit_fire
673,146.50,7,1,2.884733,0.2599,1,reached_exit
674,-528.90,202,1,2.546496,0.2594,20,reached_exit
675,144.20,10,1,2.293019,0.2589,1,reached_exit
676,-363.70,136,1,2.551729,0.2584,13,reached_exit
677,133.60,17,1,2.832511,0.2579,1,reached_exit
678,-1171.00,300,0,2.565502,0.2573,62,hit_fire
679,85.10,19,1,2.781414,0.2568,2,reached_exit
680,-59.40,94,1,2.437059,0.2563,5,reached_exit
681,-753.00,200,0,2.615796,0.2558,14,max_steps_exceeded
682,143.20,9,1,2.198026,0.2553,2,reached_exit
683,106.30,22,1,2.559614,0.2548,1,reached_exit
684,137.80,15,1,2.719045,0.2543,2,reached_exit
685,-2.40,51,1,2.559769,0.2538,2,reached_exit
686,142.60,6,1,2.323946,0.2533,1,reached_exit
687,146.80,13,1,2.964071,0.2527,3,reached_exit
688,129.90,13,1,2.519416,0.2522,1,reached_exit
689,-1796.20,500,0,2.584350,0.2517,77,max_steps_exceeded
690,-212.20,177,1,2.509057,0.2512,28,reached_exit
691,-1687.40,500,0,2.656490,0.2507,37,max_steps_exceeded
692,114.50,21,1,2.680170,0.2502,2,reached_exit
693,-606.70,200,0,2.582266,0.2497,12,max_steps_exceeded
694,150.00,1,1,2.319832,0.2492,1,reached_exit
695,-572.90,195,1,2.589563,0.2487,12,reached_exit
696,106.90,39,1,2.532489,0.2482,1,reached_exit
697,144.10,11,1,2.590059,0.2477,1,reached_exit
698,144.70,5,1,1.847396,0.2472,1,reached_exit
699,-60.90,12,0,2.677604,0.2467,1,hit_fire
700,48.00,60,1,2.586648,0.2463,4,reached_exit
701,-60.00,3,0,1.827195,0.2458,1,hit_fire
702,-786.50,200,0,2.581641,0.2453,11,max_steps_exceeded
703,-1573.10,500,0,2.541493,0.2448,41,max_steps_exceeded
704,116.70,20,1,2.089525,0.2443,1,reached_exit
705,-824.20,300,0,2.434878,0.2438,54,max_steps_exceeded
706,81.70,34,1,2.313658,0.2433,1,reached_exit
707,-111.50,89,1,2.458989,0.2428,1,reached_exit
708,148.90,12,1,2.440607,0.2423,1,reached_exit
709,-1783.00,500,0,2.447421,0.2419,64,max_steps_exceeded
710,62.90,35,1,2.413224,0.2414,1,reached_exit
711,8.70,82,1,2.438119,0.2409,5,reached_exit
712,-151.00,30,0,2.481418,0.2404,2,hit_fire
713,146.90,12,1,2.202374,0.2399,1,reached_exit
714,-337.40,89,0,2.635326,0.2394,5,hit_fire
715,-623.30,200,0,2.516299,0.2390,12,max_steps_exceeded
716,-1702.20,500,0,2.399793,0.2385,92,max_steps_exceeded
717,-1444.80,500,0,2.437418,0.2380,138,max_steps_exceeded
718,-1248.50,323,0,2.349382,0.2375,56,hit_fire
719,124.60,10,1,2.697521,0.2371,1,reached_exit
720,-156.30,49,0,2.578805,0.2366,2,hit_fire
721,134.90,5,1,2.409155,0.2361,1,reached_exit
722,-102.80,28,0,2.390039,0.2356,2,hit_fire
723,143.30,9,1,2.120644,0.2352,1,reached_exit
724,139.80,5,1,2.028279,0.2347,1,reached_exit
725,-1449.20,500,0,2.513884,0.2342,97,max_steps_exceeded
726,144.40,8,1,2.687485,0.2338,1,reached_exit
727,-1547.80,500,0,2.370847,0.2333,54,max_steps_exceeded
728,144.70,5,1,2.181562,0.2328,1,reached_exit
729,-1416.90,500,0,2.319813,0.2324,80,max_steps_exceeded
730,136.00,13,1,1.997293,0.2319,1,reached_exit
731,-389.80,214,1,2.475032,0.2314,15,reached_exit
732,31.70,57,1,2.576604,0.2310,2,reached_exit
733,-1505.40,500,0,2.369804,0.2305,79,max_steps_exceeded
734,-459.60,183,1,2.404814,0.2300,13,reached_exit
735,144.20,10,1,2.232879,0.2296,1,reached_exit
736,-24.50,92,1,2.382455,0.2291,4,reached_exit
737,-52.50,7,0,2.243460,0.2287,3,hit_fire
738,-95.10,30,0,2.347852,0.2282,2,hit_fire
739,140.40,19,1,2.498375,0.2278,2,reached_exit
740,147.30,8,1,2.142593,0.2273,1,reached_exit
741,-30.80,83,1,2.474494,0.2268,5,reached_exit
742,131.60,18,1,2.375549,0.2264,1,reached_exit
743,145.00,2,1,2.100794,0.2259,1,reached_exit
744,-1278.90,433,0,2.409057,0.2255,95,hit_fire
745,-101.00,22,0,2.545087,0.2250,1,hit_fire
746,118.00,22,1,2.191557,0.2246,1,reached_exit
747,-1118.20,391,0,2.387046,0.2241,65,hit_fire
748,-828.40,265,0,2.345357,0.2237,32,hit_fire
749,64.20,44,1,2.284858,0.2232,3,reached_exit
750,133.50,17,1,2.414800,0.2228,1,reached_exit
751,-922.20,300,0,2.416341,0.2223,46,max_steps_exceeded
752,-336.60,203,1,2.404454,0.2219,24,reached_exit
753,149.70,4,1,2.101561,0.2215,1,reached_exit
754,144.40,8,1,2.701481,0.2210,1,reached_exit
755,-1632.80,500,0,2.374827,0.2206,35,max_steps_exceeded
756,48.30,92,1,2.319157,0.2201,10,reached_exit
757,147.50,7,1,2.307419,0.2197,1,reached_exit
758,139.30,19,1,2.748288,0.2193,2,reached_exit
759,149.90,2,1,2.155388,0.2188,1,reached_exit
760,-1447.50,500,0,2.355888,0.2184,32,max_steps_exceeded
761,-157.10,188,1,2.436749,0.2179,4,reached_exit
762,-712.40,200,0,2.361559,0.2175,12,max_steps_exceeded
763,-317.90,188,1,2.335649,0.2171,20,reached_exit
764,-7.80,82,1,2.382591,0.2166,7,reached_exit
765,143.40,8,1,2.224524,0.2162,1,reached_exit
766,149.30,8,1,2.316035,0.2158,1,reached_exit
767,-705.60,263,1,2.267570,0.2153,20,reached_exit
768,-326.80,90,0,2.196711,0.2149,13,hit_fire
769,139.00,13,1,3.060812,0.2145,1,reached_exit
770,-117.70,20,0,2.379029,0.2141,3,hit_fire
771,136.30,18,1,2.279865,0.2136,2,reached_exit
772,-1000.30,300,0,2.417578,0.2132,33,max_steps_exceeded
773,146.60,15,1,2.471864,0.2128,1,reached_exit
774,149.50,6,1,2.268475,0.2123,1,reached_exit
775,-1611.30,500,0,2.373924,0.2119,93,max_steps_exceeded
776,144.20,10,1,2.356090,0.2115,1,reached_exit
777,-79.10,17,0,2.294807,0.2111,1,hit_fire
778,147.30,9,1,2.394090,0.2106,2,reached_exit
779,149.70,4,1,2.524930,0.2102,1,reached_exit
780,147.10,10,1,2.348222,0.2098,1,reached_exit
781,138.30,20,1,2.476289,0.2094,1,reached_exit
782,-2352.10,500,0,2.463243,0.2090,79,max_steps_exceeded
783,149.40,7,1,2.369330,0.2086,1,reached_exit
784,149.60,5,1,2.368199,0.2081,1,reached_exit
785,-1676.50,500,0,2.380279,0.2077,57,max_steps_exceeded
786,150.00,1,1,2.162645,0.2073,1,reached_exit
787,-1500.60,500,0,2.306064,0.2069,81,max_steps_exceeded
788,101.10,32,1,2.484141,0.2065,2,reached_exit
789,134.30,30,1,2.322585,0.2061,1,reached_exit
790,139.00,13,1,2.442058,0.2056,1,reached_exit
791,-412.00,182,1,2.380833,0.2052,24,reached_exit
792,-51.60,96,1,2.338388,0.2048,8,reached_exit
793,145.00,2,1,3.194181,0.2044,1,reached_exit
794,-823.40,300,0,2.383463,0.2040,31,max_steps_exceeded
795,-921.80,300,0,2.349276,0.2036,18,max_steps_exceeded
796,-1460.30,500,0,2.305072,0.2032,55,max_steps_exceeded
797,64.00,50,1,2.362596,0.2028,3,reached_exit
798,-50.10,2,0,2.514153,0.2024,1,hit_fire
799,-1692.60,500,0,2.272026,0.2020,84,max_steps_exceeded
800,-5.80,87,1,2.251988,0.2016,10,reached_exit
801,-971.70,300,0,2.283276,0.2012,34,max_steps_exceeded
802,149.80,3,1,2.580026,0.2008,1,reached_exit
803,-1844.00,500,0,2.335534,0.2004,113,max_steps_exceeded
804,136.30,29,1,2.428343,0.2000,2,reached_exit
805,-1484.50,500,0,2.351064,0.1996,61,max_steps_exceeded
806,17.10,59,1,2.203736,0.1992,3,reached_exit
807,97.00,35,1,2.131334,0.1988,2,reached_exit
808,-961.20,406,1,2.268585,0.1984,45,reached_exit
809,-493.30,147,0,2.291515,0.1980,18,hit_fire
810,148.90,12,1,1.904197,0.1976,1,reached_exit
811,-120.60,20,0,2.329181,0.1972,2,hit_fire
812,113.60,28,1,2.322176,0.1968,1,reached_exit
813,149.80,3,1,1.779919,0.1964,1,reached_exit
814,-103.40,22,0,2.609674,0.1960,3,hit_fire
815,-185.90,42,0,2.290572,0.1956,1,hit_fire
816,-1357.20,392,0,2.271713,0.1952,48,hit_fire
817,149.80,3,1,2.091976,0.1948,1,reached_exit
818,146.80,13,1,2.540642,0.1944,1,reached_exit
819,149.30,8,1,2.039025,0.1940,1,reached_exit
820,136.90,23,1,2.166726,0.1937,3,reached_exit
821,-571.40,200,0,2.511139,0.1933,12,max_steps_exceeded
822,-747.30,202,0,2.346076,0.1929,27,hit_fire
823,-505.00,166,1,2.414432,0.1925,14,reached_exit
824,-586.30,200,0,2.247296,0.1921,15,max_steps_exceeded
825,-1106.70,404,0,2.264650,0.1917,72,hit_fire
826,-98.30,117,1,2.179427,0.1913,16,reached_exit
827,-2268.60,500,0,2.254228,0.1910,122,max_steps_exceeded
828,149.50,6,1,1.925175,0.1906,1,reached_exit
829,148.80,13,1,2.193246,0.1902,1,reached_exit
830,-1013.00,300,0,2.261737,0.1898,59,max_steps_exceeded
831,149.10,10,1,2.174497,0.1894,1,reached_exit
832,150.00,1,1,2.004168,0.1891,1,reached_exit
833,-1385.10,300,0,2.309348,0.1887,33,max_steps_exceeded
834,-292.70,166,1,2.186989,0.1883,11,reached_exit
835,143.80,14,1,2.191131,0.1879,1,reached_exit
836,-519.00,162,1,2.275841,0.1876,9,reached_exit
837,-1056.60,380,0,2.195732,0.1872,52,hit_fire
838,-18.80,84,1,2.197203,0.1868,1,reached_exit
839,116.80,47,1,2.365661,0.1864,19,reached_exit
840,143.50,17,1,2.059124,0.1861,1,reached_exit
841,-90.00,104,1,2.176965,0.1857,3,reached_exit
842,144.80,4,1,1.937217,0.1853,1,reached_exit
843,120.40,28,1,2.109428,0.1849,4,reached_exit
844,144.00,12,1,2.269904,0.1846,3,reached_exit
845,-54.60,8,0,2.327046,0.1842,2,hit_fire
846,5.70,109,1,2.295621,0.1838,19,reached_exit
847,133.70,17,1,2.330297,0.1835,1,reached_exit
848,-262.50,141,1,2.170469,0.1831,6,reached_exit
849,-1389.40,300,0,2.195259,0.1827,49,max_steps_exceeded
850,148.70,4,1,2.083671,0.1824,1,reached_exit
851,132.00,21,1,2.447480,0.1820,2,reached_exit
852,149.90,2,1,2.353912,0.1816,1,reached_exit
853,-1669.10,424,0,2.303385,0.1813,59,hit_fire
854,-1347.40,500,0,2.342446,0.1809,52,max_steps_exceeded
855,69.60,102,1,2.265237,0.1806,10,reached_exit
856,15.70,106,1,2.282456,0.1802,13,reached_exit
857,47.80,60,1,2.304046,0.1798,5,reached_exit
858,-200.60,130,1,2.303353,0.1795,14,reached_exit
859,-271.00,149,1,2.257398,0.1791,7,reached_exit
860,149.90,2,1,3.187557,0.1788,1,reached_exit
861,143.90,13,1,2.177351,0.1784,1,reached_exit
862,-289.80,172,1,2.318865,0.1780,24,reached_exit
863,149.60,5,1,2.248040,0.1777,1,reached_exit
864,125.80,27,1,2.507303,0.1773,2,reached_exit
865,-282.70,181,1,2.277341,0.1770,23,reached_exit
866,148.50,6,1,2.282951,0.1766,1,reached_exit
867,133.50,19,1,2.142351,0.1763,1,reached_exit
868,105.00,53,1,2.274550,0.1759,5,reached_exit
869,104.80,29,1,2.329475,0.1756,3,reached_exit
870,144.00,12,1,2.134799,0.1752,1,reached_exit
871,149.40,7,1,2.723077,0.1749,1,reached_exit
872,-633.20,232,1,2.306351,0.1745,27,reached_exit
873,145.00,2,1,3.249879,0.1742,1,reached_exit
874,145.50,7,1,2.113855,0.1738,2,reached_exit
875,149.60,5,1,2.227416,0.1735,1,reached_exit
876,149.70,4,1,2.017691,0.1731,1,reached_exit
877,-133.70,31,0,2.102373,0.1728,4,hit_fire
878,149.60,5,1,2.745041,0.1724,1,reached_exit
879,149.20,9,1,1.988516,0.1721,1,reached_exit
880,-946.50,300,0,2.317145,0.1717,24,max_steps_exceeded
881,-751.80,200,0,2.386137,0.1714,11,max_steps_exceeded
882,-575.60,177,0,2.301849,0.1711,12,hit_fire
883,-260.30,107,1,2.231175,0.1707,5,reached_exit
884,-1313.70,300,0,2.358327,0.1704,36,max_steps_exceeded
885,147.90,12,1,2.353677,0.1700,1,reached_exit
886,-1696.30,500,0,2.314307,0.1697,71,max_steps_exceeded
887,-1787.00,500,0,2.302677,0.1694,26,max_steps_exceeded
888,-1259.90,300,0,2.196198,0.1690,36,max_steps_exceeded
889,-762.50,200,0,2.207750,0.1687,8,max_steps_exceeded
890,55.90,30,1,2.238763,0.1683,2,reached_exit
891,-19.30,68,1,2.272688,0.1680,4,reached_exit
892,149.30,8,1,2.252913,0.1677,1,reached_exit
893,114.10,53,1,2.308837,0.1673,1,reached_exit
894,-114.10,95,1,2.272986,0.1670,5,reached_exit
895,139.70,6,1,2.651360,0.1667,1,reached_exit
896,-1840.30,500,0,2.308710,0.1663,84,max_steps_exceeded
897,-2061.20,500,0,2.270039,0.1660,80,max_steps_exceeded
898,149.10,10,1,2.376616,0.1657,1,reached_exit
899,-1449.10,427,1,2.230460,0.1653,47,reached_exit
900,21.50,40,1,2.119327,0.1650,2,reached_exit
901,-1553.40,500,0,2.220587,0.1647,75,max_steps_exceeded
902,149.30,8,1,2.163713,0.1643,1,reached_exit
903,146.10,11,1,2.116144,0.1640,1,reached_exit
904,-1377.60,500,0,2.163015,0.1637,105,max_steps_exceeded
905,141.80,14,1,1.769160,0.1634,1,reached_exit
906,-1242.10,308,0,2.214618,0.1630,28,hit_fire
907,135.50,37,1,2.331201,0.1627,1,reached_exit
908,116.90,37,1,2.088679,0.1624,3,reached_exit
909,-607.50,300,1,2.158587,0.1621,79,reached_exit
910,141.70,15,1,2.055749,0.1617,2,reached_exit
911,148.00,11,1,2.636742,0.1614,1,reached_exit
912,-1401.30,500,0,2.178346,0.1611,52,max_steps_exceeded
913,149.40,7,1,2.416083,0.1608,1,reached_exit
914,-1610.90,500,0,2.199598,0.1604,61,max_steps_exceeded
915,-146.00,114,1,2.052382,0.1601,8,reached_exit
916,149.20,9,1,2.478317,0.1598,2,reached_exit
917,-259.00,128,0,2.153711,0.1595,15,hit_fire
918,144.80,4,1,1.746973,0.1592,1,reached_exit
919,149.90,2,1,3.166257,0.1588,1,reached_exit
920,-1694.20,500,0,2.220019,0.1585,73,max_steps_exceeded
921,-228.20,157,1,2.327542,0.1582,6,reached_exit
922,142.20,21,1,2.329550,0.1579,1,reached_exit
923,138.10,10,1,2.497696,0.1576,1,reached_exit
924,-699.20,264,1,2.367587,0.1573,22,reached_exit
925,-1517.70,500,0,2.263777,0.1569,57,max_steps_exceeded
926,149.20,9,1,2.400182,0.1566,1,reached_exit
