episode,reward,steps,success,loss,epsilon,fire_count,reason
927,133.80,24,1,2.373289,0.1563,2,reached_exit
928,-466.80,261,1,2.224153,0.1560,33,reached_exit
929,148.00,11,1,2.005596,0.1557,1,reached_exit
930,-1898.90,500,0,2.273638,0.1554,71,max_steps_exceeded
931,149.80,3,1,1.874153,0.1551,1,reached_exit
932,-663.70,200,0,2.395530,0.1548,9,max_steps_exceeded
933,-584.20,246,1,2.312316,0.1545,18,reached_exit
934,114.70,20,1,2.091812,0.1541,2,reached_exit
935,149.00,11,1,2.834265,0.1538,1,reached_exit
936,-946.20,300,0,2.263275,0.1535,34,max_steps_exceeded
937,149.00,11,1,2.261836,0.1532,2,reached_exit
938,134.60,17,1,2.061755,0.1529,1,reached_exit
939,150.00,1,1,1.600724,0.1526,1,reached_exit
940,-65.30,99,1,2.332495,0.1523,9,reached_exit
941,141.40,18,1,2.204609,0.1520,2,reached_exit
942,58.00,58,1,2.190956,0.1517,5,reached_exit
943,-2055.00,500,0,2.287969,0.1514,97,max_steps_exceeded
944,147.10,11,1,2.109441,0.1511,1,reached_exit
945,149.60,5,1,1.946561,0.1508,1,reached_exit
946,-1403.20,500,0,2.230359,0.1505,76,max_steps_exceeded
947,-263.50,163,1,2.259729,0.1502,16,reached_exit
948,137.60,16,1,2.379947,0.1499,3,reached_exit
949,149.50,6,1,1.896122,0.1496,1,reached_exit
950,-149.90,32,0,2.064312,0.1493,2,hit_fire
951,143.20,19,1,2.100293,0.1490,1,reached_exit
952,-843.80,266,0,2.244466,0.1487,25,hit_fire
953,-60.40,7,0,2.221765,0.1484,1,hit_fire
954,-854.80,239,0,2.214084,0.1481,34,hit_fire
955,149.80,3,1,2.270486,0.1478,1,reached_exit
956,144.80,13,1,2.685852,0.1475,2,reached_exit
957,149.60,5,1,1.962860,0.1472,1,reached_exit
958,149.60,5,1,1.661550,0.1469,1,reached_exit
959,126.50,38,1,2.253742,0.1466,1,reached_exit
960,-1509.00,500,0,2.190832,0.1463,136,max_steps_exceeded
961,145.30,8,1,2.060131,0.1460,2,reached_exit
962,85.60,78,1,2.153413,0.1457,16,reached_exit
963,149.70,4,1,2.217868,0.1454,1,reached_exit
964,147.50,6,1,2.186710,0.1452,1,reached_exit
965,-1489.60,500,0,2.241011,0.1449,57,max_steps_exceeded
966,-1000.80,321,0,2.154760,0.1446,41,hit_fire
967,-1513.10,500,0,2.193961,0.1443,61,max_steps_exceeded
968,54.30,36,1,2.139061,0.1440,1,reached_exit
969,149.30,8,1,2.043230,0.1437,1,reached_exit
970,107.00,26,1,2.410925,0.1434,1,reached_exit
971,149.40,7,1,2.132511,0.1431,1,reached_exit
972,-63.00,84,1,2.367820,0.1429,10,reached_exit
973,-1494.00,493,1,2.117417,0.1426,114,reached_exit
974,144.40,8,1,1.885636,0.1423,2,reached_exit
975,-1872.40,500,0,2.115161,0.1420,54,max_steps_exceeded
976,132.50,26,1,2.036533,0.1417,3,reached_exit
977,-2270.40,500,0,2.042338,0.1414,87,max_steps_exceeded
978,149.90,2,1,2.924645,0.1411,1,reached_exit
979,140.90,13,1,2.049457,0.1409,1,reached_exit
980,133.50,38,1,1.995859,0.1406,2,reached_exit
981,150.00,1,1,1.608395,0.1403,1,reached_exit
982,-50.00,1,0,2.667594,0.1400,1,hit_fire
983,-697.90,200,0,2.165977,0.1397,11,max_steps_exceeded
984,150.00,1,1,2.211701,0.1395,1,reached_exit
985,148.80,13,1,2.362340,0.1392,2,reached_exit
986,134.90,14,1,2.407388,0.1389,1,reached_exit
987,148.50,6,1,2.415636,0.1386,1,reached_exit
988,-551.20,298,1,2.171073,0.1383,25,reached_exit
989,-1223.80,300,0,2.149839,0.1381,26,max_steps_exceeded
990,149.90,2,1,2.443036,0.1378,1,reached_exit
991,133.70,35,1,2.157764,0.1375,1,reached_exit
992,123.60,29,1,2.126808,0.1372,2,reached_exit
993,112.00,41,1,2.140518,0.1370,4,reached_exit
994,-2032.50,489,0,2.234898,0.1367,117,hit_fire
995,149.30,8,1,2.150583,0.1364,1,reached_exit
996,149.90,2,1,1.664487,0.1362,1,reached_exit
997,141.60,35,1,1.989045,0.1359,5,reached_exit
998,-503.20,206,1,2.181876,0.1356,11,reached_exit
999,135.70,26,1,2.081722,0.1353,1,reached_exit
1000,-32.90,95,1,2.086341,0.1351,6,reached_exit
1001,-1219.80,300,0,2.308458,0.1348,32,max_steps_exceeded
1002,-1432.80,500,0,2.240311,0.1345,86,max_steps_exceeded
1003,-1200.20,500,0,2.210839,0.1343,114,max_steps_exceeded
1004,128.00,43,1,2.272278,0.1340,2,reached_exit
1005,54.90,53,1,2.180527,0.1337,3,reached_exit
1006,149.60,5,1,2.073604,0.1335,1,reached_exit
1007,147.40,7,1,2.082989,0.1332,1,reached_exit
1008,149.60,5,1,2.747487,0.1329,1,reached_exit
1009,-57.50,7,0,2.176323,0.1327,1,hit_fire
1010,-1545.10,500,0,2.224590,0.1324,78,max_steps_exceeded
1011,140.30,18,1,2.352932,0.1321,2,reached_exit
1012,-74.20,8,0,1.889782,0.1319,3,hit_fire
1013,6.70,72,1,2.155534,0.1316,3,reached_exit
1014,-1447.90,500,0,2.254037,0.1313,92,max_steps_exceeded
1015,139.50,8,1,1.923793,0.1311,1,reached_exit
1016,149.30,8,1,2.267977,0.1308,1,reached_exit
1017,64.20,54,1,2.122228,0.1305,1,reached_exit
1018,-1206.30,500,0,2.176890,0.1303,104,max_steps_exceeded
1019,-779.10,214,0,2.185684,0.1300,37,hit_fire
1020,-734.30,161,0,2.225329,0.1298,29,hit_fire
1021,132.90,24,1,2.276456,0.1295,2,reached_exit
1022,149.10,10,1,2.222278,0.1292,1,reached_exit
1023,-1530.20,500,0,2.170212,0.1290,91,max_steps_exceeded
1024,-725.10,200,0,2.145642,0.1287,13,max_steps_exceeded
1025,149.40,7,1,2.279456,0.1285,1,reached_exit
1026,3.40,88,1,2.219953,0.1282,4,reached_exit
1027,62.20,83,1,2.075372,0.1280,3,reached_exit
1028,-1869.70,500,0,2.137833,0.1277,98,max_steps_exceeded
1029,136.80,25,1,1.974758,0.1274,3,reached_exit
1030,149.90,2,1,2.018196,0.1272,1,reached_exit
1031,148.80,13,1,1.882479,0.1269,2,reached_exit
1032,141.10,12,1,1.915408,0.1267,1,reached_exit
1033,150.00,1,1,3.707354,0.1264,1,reached_exit
1034,-1375.60,500,0,2.073727,0.1262,80,max_steps_exceeded
1035,149.40,7,1,1.838109,0.1259,2,reached_exit
1036,149.30,8,1,2.034362,0.1257,2,reached_exit
1037,149.30,8,1,1.780296,0.1254,1,reached_exit
1038,149.10,10,1,2.441297,0.1252,1,reached_exit
1039,140.50,27,1,2.057941,0.1249,1,reached_exit
1040,-1600.70,500,0,2.170494,0.1247,49,max_steps_exceeded
1041,149.30,8,1,2.320087,0.1244,1,reached_exit
1042,141.60,16,1,1.904046,0.1242,1,reached_exit
1043,144.60,6,1,1.842915,0.1239,1,reached_exit
1044,134.30,11,1,2.321663,0.1237,1,reached_exit
1045,143.50,17,1,2.082542,0.1234,3,reached_exit
1046,149.40,7,1,2.036684,0.1232,1,reached_exit
1047,149.30,8,1,1.842444,0.1229,1,reached_exit
1048,148.90,12,1,1.952396,0.1227,1,reached_exit
1049,144.30,9,1,1.913817,0.1224,1,reached_exit
1050,-908.00,300,0,2.067276,0.1222,28,max_steps_exceeded
1051,149.10,10,1,2.122156,0.1220,2,reached_exit
1052,-1614.20,500,0,2.260981,0.1217,89,max_steps_exceeded
1053,-21.90,83,1,2.329359,0.1215,10,reached_exit
1054,142.30,19,1,2.305425,0.1212,1,reached_exit
1055,144.10,11,1,2.150328,0.1210,1,reached_exit
1056,-1516.90,500,0,2.149432,0.1207,75,max_steps_exceeded
1057,41.70,68,1,2.166340,0.1205,8,reached_exit
1058,144.40,17,1,2.291706,0.1203,1,reached_exit
1059,-1710.10,500,0,2.190108,0.1200,78,max_steps_exceeded
1060,-806.50,246,0,2.214530,0.1198,22,hit_fire
1061,149.50,6,1,1.950454,0.1195,2,reached_exit
1062,134.10,13,1,2.076710,0.1193,1,reached_exit
1063,149.50,6,1,2.865672,0.1191,1,reached_exit
1064,-729.80,296,1,2.091065,0.1188,31,reached_exit
1065,149.90,2,1,2.382087,0.1186,1,reached_exit
1066,149.80,3,1,2.098274,0.1183,1,reached_exit
1067,81.10,71,1,2.239767,0.1181,2,reached_exit
1068,149.50,6,1,1.632996,0.1179,1,reached_exit
1069,-1763.10,500,0,2.153825,0.1176,30,max_steps_exceeded
1070,-1704.80,500,0,2.070266,0.1174,106,max_steps_exceeded
1071,139.10,12,1,1.928181,0.1172,1,reached_exit
1072,-1756.70,500,0,2.007934,0.1169,54,max_steps_exceeded
1073,-52.30,5,0,2.085968,0.1167,1,hit_fire
1074,149.80,3,1,1.613248,0.1165,1,reached_exit
1075,147.40,7,1,2.474241,0.1162,1,reached_exit
1076,-2323.60,500,0,2.004093,0.1160,135,max_steps_exceeded
1077,-205.80,50,0,2.030186,0.1158,3,hit_fire
1078,-240.70,49,0,1.867275,0.1155,6,hit_fire
1079,149.70,4,1,1.873260,0.1153,1,reached_exit
1080,-1487.60,500,0,1.942771,0.1151,61,max_steps_exceeded
1081,116.80,19,1,2.036445,0.1148,1,reached_exit
1082,149.40,7,1,1.904841,0.1146,1,reached_exit
1083,148.20,9,1,2.156235,0.1144,2,reached_exit
1084,150.00,1,1,2.561474,0.1142,1,reached_exit
1085,149.70,4,1,1.978126,0.1139,1,reached_exit
1086,147.70,4,1,2.495483,0.1137,1,reached_exit
1087,-87.50,19,0,2.176074,0.1135,3,hit_fire
1088,132.30,20,1,2.203361,0.1132,3,reached_exit
1089,149.60,5,1,1.694139,0.1130,1,reached_exit
1090,134.10,13,1,2.005968,0.1128,1,reached_exit
1091,-318.10,97,0,2.112302,0.1126,4,hit_fire
1092,149.50,6,1,2.374648,0.1123,1,reached_exit
1093,149.30,8,1,2.067016,0.1121,2,reached_exit
1094,149.70,4,1,2.117668,0.1119,1,reached_exit
1095,94.50,54,1,1.992729,0.1117,1,reached_exit
1096,-1458.50,500,0,2.032557,0.1114,63,max_steps_exceeded
1097,147.30,8,1,2.189876,0.1112,1,reached_exit
1098,149.40,7,1,1.989656,0.1110,1,reached_exit
1099,142.20,20,1,1.884833,0.1108,1,reached_exit
1100,88.60,45,1,2.080845,0.1106,1,reached_exit
1101,149.40,7,1,1.461767,0.1103,1,reached_exit
1102,-203.10,137,1,2.138434,0.1101,7,reached_exit
1103,147.50,7,1,1.739742,0.1099,1,reached_exit
1104,-1516.40,500,0,2.077986,0.1097,51,max_steps_exceeded
1105,139.20,29,1,2.053596,0.1095,2,reached_exit
1106,148.80,13,1,1.936237,0.1092,2,reached_exit
1107,118.50,28,1,1.945585,0.1090,2,reached_exit
1108,121.30,31,1,2.330859,0.1088,2,reached_exit
1109,-1527.70,497,0,1.984950,0.1086,105,hit_fire
1110,116.60,31,1,1.751251,0.1084,4,reached_exit
1111,-2004.40,500,0,1.974201,0.1082,56,max_steps_exceeded
1112,46.00,53,1,1.897744,0.1079,3,reached_exit
1113,-234.10,88,0,1.982270,0.1077,6,hit_fire
1114,149.60,5,1,1.420670,0.1075,1,reached_exit
1115,-1536.00,500,0,2.012947,0.1073,104,max_steps_exceeded
1116,150.00,1,1,1.154872,0.1071,1,reached_exit
1117,139.60,7,1,1.671728,0.1069,1,reached_exit
1118,149.30,8,1,1.793439,0.1066,3,reached_exit
1119,-1010.10,300,0,1.923090,0.1064,20,max_steps_exceeded
1120,131.70,25,1,1.805257,0.1062,5,reached_exit
1121,-1885.00,500,0,1.964617,0.1060,107,max_steps_exceeded
1122,144.20,10,1,1.940265,0.1058,1,reached_exit
1123,-5.30,67,1,2.098008,0.1056,12,reached_exit
1124,-1315.50,500,0,1.915785,0.1054,90,max_steps_exceeded
1125,132.60,36,1,1.778767,0.1052,2,reached_exit
1126,144.50,7,1,2.133481,0.1050,1,reached_exit
1127,149.50,6,1,2.188456,0.1047,2,reached_exit
1128,-1442.60,500,0,1.918261,0.1045,65,max_steps_exceeded
1129,91.90,47,1,2.016004,0.1043,3,reached_exit
1130,149.70,4,1,1.449439,0.1041,1,reached_exit
1131,-1185.20,300,0,2.032856,0.1039,34,max_steps_exceeded
1132,-1505.50,500,0,2.021019,0.1037,72,max_steps_exceeded
1133,-193.70,143,1,1.882471,0.1035,6,reached_exit
1134,139.80,23,1,1.880626,0.1033,3,reached_exit
1135,101.70,13,1,1.986198,0.1031,1,reached_exit
1136,143.90,13,1,1.717742,0.1029,1,reached_exit
1137,-764.70,224,1,1.913168,0.1027,23,reached_exit
1138,-52.10,3,0,1.585629,0.1025,1,hit_fire
1139,-357.10,91,0,1.910601,0.1023,18,hit_fire
1140,107.50,24,1,2.118972,0.1021,2,reached_exit
1141,65.20,51,1,1.840848,0.1018,1,reached_exit
1142,126.40,28,1,1.918117,0.1016,2,reached_exit
1143,141.20,20,1,2.091283,0.1014,1,reached_exit
1144,-50.00,1,0,2.464884,0.1012,1,hit_fire
1145,36.10,32,1,2.084524,0.1010,1,reached_exit
1146,128.80,17,1,2.156300,0.1008,1,reached_exit
1147,-1983.90,500,0,2.008067,0.1006,89,max_steps_exceeded
1148,149.70,4,1,1.521989,0.1004,1,reached_exit
1149,126.40,38,1,1.959666,0.1002,3,reached_exit
1150,117.10,26,1,1.930550,0.1000,1,reached_exit
1151,-50.20,3,0,2.286776,0.0998,2,hit_fire
1152,149.70,4,1,2.072588,0.0996,1,reached_exit
1153,149.40,7,1,1.963557,0.0994,2,reached_exit
1154,144.70,5,1,2.339221,0.0992,1,reached_exit
1155,-1762.20,500,0,2.094267,0.0990,49,max_steps_exceeded
1156,107.60,30,1,1.990521,0.0988,2,reached_exit
1157,141.80,24,1,1.938843,0.0986,2,reached_exit
1158,149.70,4,1,1.877117,0.0984,2,reached_exit
1159,114.60,28,1,2.040964,0.0982,2,reached_exit
1160,-1306.10,300,0,2.009914,0.0980,28,max_steps_exceeded
1161,141.90,13,1,2.483000,0.0978,1,reached_exit
1162,147.30,8,1,2.291371,0.0977,1,reached_exit
1163,141.60,25,1,2.421045,0.0975,2,reached_exit
1164,-1072.20,291,1,2.116987,0.0973,24,reached_exit
1165,148.50,16,1,2.188507,0.0971,1,reached_exit
1166,149.70,4,1,2.340337,0.0969,1,reached_exit
1167,-276.80,143,1,2.222277,0.0967,15,reached_exit
1168,-202.40,126,1,2.128302,0.0965,11,reached_exit
1169,149.70,4,1,1.656270,0.0963,1,reached_exit
1170,140.20,30,1,2.274563,0.0961,1,reached_exit
1171,105.30,35,1,2.157085,0.0959,3,reached_exit
1172,147.60,5,1,2.159090,0.0957,1,reached_exit
1173,144.30,9,1,1.949336,0.0955,2,reached_exit
1174,-977.10,347,1,2.181755,0.0953,36,reached_exit
1175,106.90,54,1,2.203727,0.0951,2,reached_exit
1176,149.90,2,1,1.595245,0.0950,1,reached_exit
1177,-776.60,200,0,2.222999,0.0948,10,max_steps_exceeded
1178,144.80,4,1,2.151425,0.0946,1,reached_exit
1179,149.70,4,1,2.482093,0.0944,1,reached_exit
1180,-703.00,200,0,2.151942,0.0942,15,max_steps_exceeded
1181,-229.10,63,0,2.271815,0.0940,7,hit_fire
1182,148.60,15,1,2.221166,0.0938,1,reached_exit
1183,149.30,8,1,2.578225,0.0936,2,reached_exit
1184,141.00,22,1,2.418062,0.0934,3,reached_exit
1185,-69.90,67,1,2.134309,0.0933,7,reached_exit
1186,-438.50,189,0,2.222085,0.0931,16,hit_fire
1187,144.60,6,1,2.352940,0.0929,1,reached_exit
1188,147.90,22,1,2.216780,0.0927,1,reached_exit
1189,145.10,20,1,2.277991,0.0925,1,reached_exit
1190,139.90,13,1,2.359397,0.0923,1,reached_exit
1191,149.60,5,1,1.615574,0.0921,1,reached_exit
1192,-1716.90,500,0,2.240221,0.0920,87,max_steps_exceeded
1193,-36.70,55,1,2.185381,0.0918,5,reached_exit
1194,144.30,9,1,2.363082,0.0916,1,reached_exit
1195,47.80,59,1,2.277932,0.0914,4,reached_exit
1196,127.20,31,1,2.185054,0.0912,2,reached_exit
1197,144.90,22,1,2.130972,0.0910,1,reached_exit
1198,-724.50,183,0,2.327244,0.0909,19,hit_fire
1199,-1788.30,500,0,2.220215,0.0907,72,max_steps_exceeded
1200,-90.10,104,1,2.144308,0.0905,9,reached_exit
1201,115.10,61,1,2.332555,0.0903,3,reached_exit
1202,-2116.40,500,0,2.221862,0.0901,105,max_steps_exceeded
1203,93.50,27,1,1.979447,0.0900,1,reached_exit
1204,147.50,16,1,2.269621,0.0898,2,reached_exit
1205,143.20,20,1,2.077983,0.0896,1,reached_exit
1206,-115.90,19,0,1.984449,0.0894,5,hit_fire
1207,149.30,8,1,2.173373,0.0892,1,reached_exit
1208,-827.20,300,0,2.141969,0.0891,40,max_steps_exceeded
1209,149.70,4,1,2.075686,0.0889,1,reached_exit
1210,149.40,7,1,2.093221,0.0887,1,reached_exit
1211,147.50,7,1,2.506352,0.0885,1,reached_exit
1212,148.90,12,1,2.125150,0.0884,3,reached_exit
1213,138.20,21,1,2.158463,0.0882,1,reached_exit
1214,143.40,18,1,2.027871,0.0880,1,reached_exit
1215,149.70,4,1,2.336905,0.0878,1,reached_exit
1216,-1817.10,500,0,2.242361,0.0876,64,max_steps_exceeded
1217,-2073.90,500,0,2.189211,0.0875,127,max_steps_exceeded
1218,119.60,11,1,2.309534,0.0873,1,reached_exit
1219,-1251.80,500,0,2.136963,0.0871,102,max_steps_exceeded
1220,149.50,6,1,2.173736,0.0869,1,reached_exit
1221,-1316.70,500,0,2.148993,0.0868,100,max_steps_exceeded
1222,-1119.10,300,0,2.134185,0.0866,21,max_steps_exceeded
1223,149.90,2,1,1.742202,0.0864,1,reached_exit
1224,136.40,28,1,2.107522,0.0863,2,reached_exit
1225,140.60,25,1,2.227660,0.0861,1,reached_exit
1226,149.40,7,1,2.062335,0.0859,1,reached_exit
1227,149.30,8,1,1.931272,0.0857,1,reached_exit
1228,148.50,16,1,2.225967,0.0856,2,reached_exit
1229,-1703.50,500,0,2.148752,0.0854,123,max_steps_exceeded
1230,-850.70,200,0,2.093189,0.0852,13,max_steps_exceeded
1231,-688.40,200,0,2.243508,0.0851,9,max_steps_exceeded
1232,149.70,4,1,1.939830,0.0849,1,reached_exit
1233,149.60,5,1,2.318098,0.0847,1,reached_exit
1234,114.40,28,1,2.379311,0.0845,1,reached_exit
1235,132.70,16,1,2.487353,0.0844,3,reached_exit
1236,-1623.30,500,0,2.337715,0.0842,68,max_steps_exceeded
1237,-1301.90,500,0,2.286760,0.0840,79,max_steps_exceeded
1238,144.50,7,1,2.027439,0.0839,1,reached_exit
1239,2.70,89,1,2.190438,0.0837,5,reached_exit
1240,149.80,3,1,2.140599,0.0835,1,reached_exit
1241,49.30,33,1,2.001449,0.0834,1,reached_exit
1242,-2159.70,500,0,2.151785,0.0832,77,max_steps_exceeded
1243,-438.20,253,1,2.014782,0.0830,26,reached_exit
1244,149.30,8,1,2.235002,0.0829,1,reached_exit
1245,149.70,4,1,1.800678,0.0827,1,reached_exit
1246,-576.80,200,0,2.108166,0.0825,7,max_steps_exceeded
1247,48.60,43,1,2.108808,0.0824,1,reached_exit
1248,-1442.30,300,0,2.161373,0.0822,40,max_steps_exceeded
1249,-1458.60,500,0,2.060903,0.0820,109,max_steps_exceeded
1250,139.60,27,1,2.252094,0.0819,1,reached_exit
1251,-1714.40,500,0,2.248277,0.0817,66,max_steps_exceeded
1252,138.70,16,1,2.158871,0.0816,1,reached_exit
1253,148.80,13,1,1.959273,0.0814,3,reached_exit
1254,-1509.50,500,0,2.201560,0.0812,72,max_steps_exceeded
1255,149.10,10,1,2.439878,0.0811,1,reached_exit
1256,149.80,3,1,2.142401,0.0809,1,reached_exit
1257,127.90,35,1,1.959146,0.0807,2,reached_exit
1258,-0.50,115,1,2.170647,0.0806,17,reached_exit
1259,-1354.70,500,0,2.147473,0.0804,104,max_steps_exceeded
1260,149.10,10,1,2.306648,0.0803,1,reached_exit
1261,-1748.10,500,0,2.106643,0.0801,60,max_steps_exceeded
1262,-228.80,131,1,1.981693,0.0799,10,reached_exit
1263,96.40,37,1,2.026707,0.0798,3,reached_exit
1264,-1888.70,500,0,2.088877,0.0796,53,max_steps_exceeded
1265,88.10,32,1,1.954127,0.0795,1,reached_exit
1266,149.80,3,1,2.703065,0.0793,1,reached_exit
1267,-250.90,167,1,2.204886,0.0791,12,reached_exit
1268,60.30,43,1,2.058326,0.0790,5,reached_exit
1269,90.30,28,1,2.091519,0.0788,2,reached_exit
1270,140.70,25,1,2.086902,0.0787,1,reached_exit
1271,83.40,29,1,2.240508,0.0785,2,reached_exit
1272,-1444.80,500,0,2.119163,0.0784,66,max_steps_exceeded
1273,138.30,20,1,2.057142,0.0782,1,reached_exit
1274,88.50,37,1,2.161409,0.0780,3,reached_exit
1275,-409.80,167,1,2.106006,0.0779,16,reached_exit
1276,-1448.10,500,0,2.088291,0.0777,81,max_steps_exceeded
1277,101.80,45,1,1.987215,0.0776,1,reached_exit
1278,144.10,11,1,1.647358,0.0774,1,reached_exit
1279,-1527.30,500,0,2.094071,0.0773,114,max_steps_exceeded
1280,149.80,3,1,1.914835,0.0771,1,reached_exit
1281,-259.40,52,0,2.175821,0.0770,3,hit_fire
1282,149.80,3,1,2.513503,0.0768,1,reached_exit
1283,149.10,10,1,2.144885,0.0766,1,reached_exit
1284,-1594.90,500,0,2.246755,0.0765,42,max_steps_exceeded
1285,-1366.50,500,0,2.188908,0.0763,78,max_steps_exceeded
1286,-285.30,64,0,2.175967,0.0762,11,hit_fire
1287,143.30,18,1,2.187036,0.0760,1,reached_exit
1288,149.70,4,1,2.038804,0.0759,1,reached_exit
1289,148.10,10,1,2.685553,0.0757,1,reached_exit
1290,-1530.00,451,0,2.127781,0.0756,92,hit_fire
1291,143.90,13,1,1.811819,0.0754,1,reached_exit
1292,-572.40,133,0,2.248137,0.0753,28,hit_fire
1293,148.20,19,1,2.001059,0.0751,1,reached_exit
1294,-1892.90,500,0,2.198268,0.0750,63,max_steps_exceeded
1295,144.00,12,1,2.986901,0.0748,1,reached_exit
1296,88.20,21,1,2.009275,0.0747,1,reached_exit
1297,144.60,15,1,2.157446,0.0745,3,reached_exit
1298,-2030.40,500,0,2.146766,0.0744,62,max_steps_exceeded
1299,123.00,31,1,2.152159,0.0742,1,reached_exit
1300,144.30,9,1,2.044337,0.0741,1,reached_exit
1301,129.90,23,1,2.104184,0.0739,1,reached_exit
1302,-1973.50,500,0,2.175027,0.0738,92,max_steps_exceeded
1303,149.30,8,1,2.312921,0.0736,3,reached_exit
1304,149.40,7,1,1.985943,0.0735,2,reached_exit
1305,-1410.80,500,0,2.087531,0.0733,94,max_steps_exceeded
1306,149.90,2,1,2.696663,0.0732,1,reached_exit
1307,126.60,28,1,1.957580,0.0730,3,reached_exit
1308,147.30,8,1,2.143448,0.0729,1,reached_exit
1309,72.60,43,1,2.037721,0.0728,2,reached_exit
1310,150.00,1,1,1.755693,0.0726,1,reached_exit
1311,150.00,1,1,0.910734,0.0725,1,reached_exit
1312,104.00,32,1,2.109902,0.0723,3,reached_exit
1313,-871.00,300,0,2.124529,0.0722,29,max_steps_exceeded
1314,147.50,7,1,2.059635,0.0720,1,reached_exit
1315,148.60,15,1,2.020915,0.0719,1,reached_exit
1316,141.70,15,1,1.949827,0.0717,1,reached_exit
1317,149.50,6,1,2.440236,0.0716,1,reached_exit
1318,149.70,4,1,1.485255,0.0715,1,reached_exit
1319,118.90,45,1,2.005029,0.0713,2,reached_exit
1320,-1140.40,420,0,2.106956,0.0712,44,hit_fire
1321,146.60,15,1,1.806238,0.0710,1,reached_exit
1322,147.30,8,1,2.050528,0.0709,2,reached_exit
1323,149.90,2,1,2.080259,0.0707,1,reached_exit
1324,140.20,10,1,1.982439,0.0706,1,reached_exit
1325,-1396.90,500,0,2.205783,0.0705,102,max_steps_exceeded
1326,-315.50,114,1,2.042276,0.0703,8,reached_exit
1327,134.00,24,1,2.003984,0.0702,1,reached_exit
1328,147.30,9,1,1.948204,0.0700,1,reached_exit
1329,-45.60,62,1,2.079802,0.0699,6,reached_exit
1330,144.40,8,1,1.995724,0.0698,1,reached_exit
1331,149.10,10,1,2.003254,0.0696,1,reached_exit
1332,-779.00,200,0,2.292482,0.0695,12,max_steps_exceeded
1333,142.90,23,1,2.432868,0.0693,3,reached_exit
1334,-1468.10,500,0,2.144296,0.0692,85,max_steps_exceeded
1335,-1581.30,500,0,2.130147,0.0691,73,max_steps_exceeded
1336,-1193.30,457,1,2.096294,0.0689,86,reached_exit
1337,-1941.10,500,0,2.045219,0.0688,65,max_steps_exceeded
1338,142.60,6,1,1.513236,0.0687,1,reached_exit
1339,69.70,39,1,1.971976,0.0685,1,reached_exit
1340,149.40,7,1,1.874337,0.0684,1,reached_exit
1341,146.90,12,1,2.177885,0.0682,2,reached_exit
1342,147.10,20,1,2.099239,0.0681,3,reached_exit
1343,123.70,19,1,2.191531,0.0680,1,reached_exit
1344,149.30,8,1,2.054423,0.0678,1,reached_exit
1345,-61.50,8,0,2.211467,0.0677,1,hit_fire
1346,149.50,6,1,2.185901,0.0676,1,reached_exit
1347,147.90,22,1,2.144235,0.0674,1,reached_exit
1348,-17.00,66,1,2.270334,0.0673,5,reached_exit
1349,146.90,22,1,2.214515,0.0672,1,reached_exit
1350,146.70,24,1,2.263049,0.0670,1,reached_exit
1351,149.30,8,1,1.736774,0.0669,2,reached_exit
1352,-843.20,200,0,2.126630,0.0668,6,max_steps_exceeded
1353,146.60,15,1,1.827390,0.0666,6,reached_exit
1354,149.90,2,1,1.902201,0.0665,1,reached_exit
1355,147.50,16,1,1.869840,0.0664,1,reached_exit
1356,149.30,8,1,1.946078,0.0662,2,reached_exit
1357,145.30,18,1,2.112586,0.0661,1,reached_exit
1358,145.90,22,1,2.081918,0.0660,2,reached_exit
1359,-1536.30,500,0,2.135235,0.0658,69,max_steps_exceeded
1360,149.50,6,1,1.869381,0.0657,1,reached_exit
1361,142.30,29,1,2.092794,0.0656,1,reached_exit
1362,146.10,20,1,2.239459,0.0654,2,reached_exit
1363,-289.10,160,1,2.077684,0.0653,5,reached_exit
1364,149.70,4,1,2.132753,0.0652,1,reached_exit
1365,-1156.90,300,0,2.119269,0.0650,27,max_steps_exceeded
1366,101.30,29,1,2.206391,0.0649,1,reached_exit
1367,149.50,6,1,2.263251,0.0648,1,reached_exit
1368,-1636.30,500,0,2.120979,0.0647,80,max_steps_exceeded
1369,-1488.10,500,0,2.024477,0.0645,72,max_steps_exceeded
1370,149.20,9,1,1.959096,0.0644,1,reached_exit
1371,142.30,18,1,2.195401,0.0643,1,reached_exit
1372,-159.50,38,0,2.061683,0.0641,3,hit_fire
1373,135.10,32,1,2.151638,0.0640,3,reached_exit
1374,74.40,45,1,1.999321,0.0639,2,reached_exit
1375,-2141.50,500,0,2.167264,0.0638,67,max_steps_exceeded
1376,149.30,8,1,2.308349,0.0636,1,reached_exit
1377,145.90,23,1,2.069959,0.0635,1,reached_exit
1378,128.80,33,1,2.189304,0.0634,2,reached_exit
1379,149.40,7,1,1.895073,0.0632,1,reached_exit
1380,149.70,4,1,2.098510,0.0631,1,reached_exit
1381,-1167.00,411,1,2.337018,0.0630,67,reached_exit
1382,-2373.00,500,0,2.225673,0.0629,79,max_steps_exceeded
1383,-1039.00,311,1,2.178020,0.0627,55,reached_exit
1384,-1005.00,371,1,2.118282,0.0626,64,reached_exit
1385,138.70,27,1,2.220721,0.0625,5,reached_exit
1386,149.80,3,1,1.372831,0.0624,1,reached_exit
1387,-1812.50,500,0,2.146403,0.0622,87,max_steps_exceeded
1388,-1312.80,429,0,2.169418,0.0621,58,hit_fire
